Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Total Min,90s Played,Goals,Ast,G+A,Non-PK Goals,PK,PKattempts,Crd-Yellow,Crd-Red,xGoals,Non-PK xG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals per 90,Assists per 90,Goals +Assists  per 90,Non-PK Goals per 90,Non-PK Goals/Assists per 90,xG per 90,xAG per 90,xG+xAG per 90,Non PK xG per 90,xNon PK Goals + Assisted Goals per 90,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerials Won,Aerials Lost,Won%,Weekly Wages,Annual Wages,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
William Saliba,FRA,DF,Arsenal,23,2001,34,34,"3,060",34,2,1,3,2,0,0,4,0,1.5,1.5,0.2,1.7,16,134,5,0.06,0.03,0.09,0.06,0.09,0.04,0.01,0.05,0.04,0.05,0,0,18,13,0,3,24,21,0,1,0,194,66,44,60,"£ 190,000 (€ 220,777, $235,380)","£ 9,880,000 (€ 11,480,410, $12,239,775)",90,100,90,34,0,,0,2.26,82,26,56,1.65,,67.4,24,43.4,1.28,
Albert Sambi Lokonga,BEL,MF,Luton Town,24,1999,13,12,943,10.5,0,2,2,0,0,0,2,0,0.4,0.4,1.3,1.7,21,49,8,0,0.19,0.19,0,0.19,0.04,0.12,0.16,0.04,0.16,0,0,13,20,0,10,6,13,0,0,0,48,11,8,57.9,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",73,30.8,77,4,1,19,0,0.92,17,21,-4,-0.38,0.64,16.4,18.3,-1.9,-0.18,1.12
Davinson Sánchez,COL,DF,Tottenham,27,1996,1,0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0.14,0,0.14,0.14,0.14,0,0,2,1,0,0,1,0,0,0,0,4,3,1,75,,,77,2.7,,0,1,77,3,1,1,2,-1,-1.17,-1.71,0.7,2.2,-1.5,-1.8,-1.94
Robert Sánchez,ESP,GK,Chelsea,26,1997,16,16,"1,433",15.9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,3,0,100,"£ 60,000 (€ 69,719, $74,331)","£ 3,120,000 (€ 3,625,393, $3,865,192)",90,49.8,90,15,0,,2,1.19,26,25,1,0.06,-0.12,30.2,23.7,6.5,0.41,0.01
Jadon Sancho,ENG,"FW,MF",Manchester Utd,24,2000,3,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,10,4,5,0,0,0,0,0,0,0.06,0.06,0,0.06,0,0,0,2,1,1,1,0,0,0,0,10,0,3,0,"£ 250,000 (€ 290,496, $309,711)","£ 13,000,000 (€ 15,105,802, $16,104,967)",26,2.7,,0,3,26,0,2,2,1,1,1.14,1.14,2.6,1.9,0.8,0.89,1.21
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,26,1997,15,13,995,11.1,0,0,0,0,0,0,6,0,0.6,0.6,0.3,0.9,5,42,7,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09,0,0,20,8,1,2,14,21,0,0,0,69,8,15,34.8,"£ 75,000 (€ 87,149, $92,913)","£ 3,900,000 (€ 4,531,741, $4,831,490)",66,32.5,73,4,2,20,5,0.8,12,15,-3,-0.27,0.38,13.6,14.6,-1,-0.09,0.04
Andrey Santos,BRA,MF,Nott'ham Forest,19,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.64,0,0.64,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,1,,,,,,,,,,,
Pablo Sarabia,ESP,"MF,FW",Wolves,31,1992,26,19,"1,622",18,4,7,11,2,2,2,3,0,5.3,3.8,5.8,9.6,39,103,125,0.22,0.39,0.61,0.11,0.5,0.3,0.32,0.62,0.21,0.53,0,0,17,24,8,123,9,12,0,0,0,85,6,21,22.2,"£ 90,000 (€ 104,579, $111,496)","£ 4,680,000 (€ 5,438,089, $5,797,788)",62,55.1,77,5,7,21,7,1.37,30,24,6,0.32,1.24,25.8,29.1,-3.4,-0.18,0.47
Dane Scarlett,ENG,FW,Tottenham,20,2004,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,2,0.1,,0,2,2,3,3,0,0,0,0,-0.5,0,0,0,0.44,0.36
Kevin Schade,GER,FW,Brentford,22,2001,7,3,278,3.1,2,1,3,2,0,0,0,0,1.2,1.2,0.7,1.9,6,9,18,0.65,0.32,0.97,0.65,0.97,0.37,0.23,0.61,0.37,0.61,0,0,8,5,1,4,1,1,0,0,0,21,13,10,56.5,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",40,9.1,73,0,4,15,0,1.71,6,3,3,0.97,1.29,5.4,2.7,2.8,0.9,0.83
Fabian Schär,SUI,DF,Newcastle Utd,32,1991,32,32,"2,802",31.1,4,1,5,4,0,0,4,0,2.4,2.4,0.7,3.2,26,118,20,0.13,0.03,0.16,0.13,0.16,0.08,0.02,0.1,0.08,0.1,0,0,35,26,0,7,36,24,2,0,0,167,65,66,49.6,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",88,97.4,88,31,0,,0,1.52,66,54,12,0.37,-3.09,58.3,54.7,3.6,0.11,-3.57
Jeffrey Schlupp,GHA,"FW,MF",Crystal Palace,31,1992,25,17,"1,320",14.7,1,2,3,1,0,0,1,0,1.8,1.8,2.2,3.9,19,30,48,0.07,0.14,0.2,0.07,0.2,0.12,0.15,0.27,0.12,0.27,0,0,24,15,0,10,7,22,0,0,0,50,21,17,55.3,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",51,43.4,70,2,9,16,2,1.23,11,25,-14,-0.95,-1.05,14.3,21.6,-7.3,-0.49,-0.49
Alex Scott,ENG,MF,Bournemouth,20,2003,18,8,756,8.4,1,1,2,1,0,0,2,0,0.5,0.5,1,1.5,19,34,23,0.12,0.12,0.24,0.12,0.24,0.06,0.12,0.18,0.06,0.18,0,0,14,21,1,35,12,13,0,0,0,50,13,19,40.6,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",44,27.3,64,2,10,26,2,1.32,14,21,-7,-0.75,-0.59,14.2,12.5,1.7,0.18,0.29
Matz Sels,BEL,GK,Nott'ham Forest,32,1992,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,100,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",90,35.3,90,12,0,,0,0.83,15,20,-5,-0.42,0.17,17.9,14.3,3.5,0.29,0.64
Nélson Semedo,POR,"DF,MF",Wolves,30,1993,31,31,"2,697",30,0,1,1,0,0,0,8,0,0.9,0.9,1.7,2.7,95,117,135,0,0.03,0.03,0,0.03,0.03,0.06,0.09,0.03,0.09,0,0,41,28,1,74,31,43,0,1,0,171,20,25,44.4,"£ 80,000 (€ 92,959, $99,107)","£ 4,160,000 (€ 4,833,857, $5,153,589)",87,91.1,87,24,0,,0,1.25,41,51,-10,-0.32,-0.98,38.7,53.7,-15,-0.48,-1.06
Antoine Semenyo,GHA,FW,Bournemouth,24,2000,28,20,"1,655",18.4,7,2,9,7,0,0,5,0,4,4,2.8,6.8,69,51,150,0.38,0.11,0.49,0.38,0.49,0.22,0.15,0.37,0.22,0.37,0,0,38,20,3,34,6,15,1,0,0,89,34,70,32.7,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",60,57,73,6,8,25,3,1.48,36,26,10,0.52,1.95,33.1,26.6,6.6,0.34,0.85
Marcos Senesi,ARG,DF,Bournemouth,26,1997,26,21,"1,815",20.2,3,4,7,3,0,0,10,0,1,1,1,1.9,22,103,3,0.15,0.2,0.35,0.15,0.35,0.05,0.05,0.1,0.05,0.1,0,0,36,8,0,16,27,27,0,0,0,144,33,33,50,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",70,62.1,83,16,5,16,1,1.19,32,38,-6,-0.28,0.1,33.4,33.6,-0.2,-0.01,0.06
Luke Shaw,ENG,DF,Manchester Utd,28,1995,12,12,959,10.7,0,0,0,0,0,0,6,0,0,0,1,1,10,45,30,0,0,0,0,0,0,0.09,0.1,0,0.1,0,0,14,3,0,33,6,8,0,0,0,59,13,10,56.5,"£ 150,000 (€ 174,298, $185,827)","£ 7,800,000 (€ 9,063,481, $9,662,980)",80,32.3,80,7,0,,0,1.83,16,13,3,0.28,0.37,19.8,19.3,0.4,0.04,0.49
Bernardo Silva,POR,"MF,FW",Manchester City,29,1994,27,23,"2,062",22.9,6,4,10,6,0,0,7,0,3.4,3.4,6.3,9.7,119,150,211,0.26,0.17,0.44,0.26,0.44,0.15,0.27,0.42,0.15,0.42,0,0,20,22,2,76,14,22,0,0,0,84,1,9,10,"£ 300,000 (€ 348,595, $371,653)","£ 15,600,000 (€ 18,126,963, $19,325,960)",76,72,87,18,4,14,2,2.29,56,24,32,1.35,-0.39,49.8,23.1,26.8,1.13,-0.01
Fábio Silva,POR,FW,Wolves,21,2002,8,3,264,2.9,0,0,0,0,0,0,2,0,1,1,0.2,1.2,5,10,13,0,0,0,0,0,0.35,0.07,0.42,0.35,0.42,0,0,8,4,5,0,2,4,0,1,0,15,2,5,28.6,"£ 80,000 (€ 92,959, $99,107)","£ 4,160,000 (€ 4,833,857, $5,153,589)",33,8.6,67,0,5,13,9,0.88,2,8,-6,-2.05,-1.98,3.5,7.5,-4,-1.38,-1.08
Thiago Silva,BRA,DF,Chelsea,39,1984,26,24,"2,176",24.2,3,0,3,3,0,0,3,0,0.6,0.6,0.6,1.2,2,84,3,0.12,0,0.12,0.12,0.12,0.02,0.02,0.05,0.02,0.05,0,0,8,8,0,2,24,12,0,0,0,123,44,19,69.8,"£ 110,000 (€ 127,818, $136,273)","£ 5,720,000 (€ 6,646,553, $7,086,185)",84,75.5,89,23,2,23,5,1.46,46,39,7,0.29,0.67,45.9,36.4,9.4,0.39,-0.05
Luis Sinisterra,COL,"FW,MF",Bournemouth,24,1999,20,7,699,7.8,2,2,4,2,0,0,0,0,2.5,2.5,2.4,5,51,38,85,0.26,0.26,0.52,0.26,0.52,0.33,0.31,0.64,0.33,0.64,0,0,11,6,4,11,8,12,0,0,0,47,16,20,44.4,"£ 65,000 (€ 75,529, $80,525)","£ 3,380,000 (€ 3,927,509, $4,187,291)",35,22.8,59,0,13,22,4,1.35,12,18,-6,-0.77,-0.58,13.7,11.4,2.2,0.29,0.41
Oliver Skipp,ENG,"MF,FW",Tottenham,23,2000,17,4,582,6.5,0,0,0,0,0,0,2,0,0.6,0.6,0.6,1.2,6,32,22,0,0,0,0,0,0.09,0.09,0.18,0.09,0.18,0,0,7,9,0,1,1,10,0,0,0,34,2,10,16.7,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",34,20.2,73,1,13,22,9,2,12,15,-3,-0.46,-1.21,10.7,14.6,-4,-0.61,-0.87
Adam Smith,ENG,DF,Bournemouth,32,1991,24,21,"1,803",20,0,2,2,0,0,0,5,0,0,0,1.2,1.2,20,79,26,0,0.1,0.1,0,0.1,0,0.06,0.06,0,0.06,0,0,26,21,1,37,19,20,0,2,0,79,17,19,47.2,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",76,61.9,84,14,3,12,5,1.68,36,31,5,0.24,1.47,34.7,26.9,7.8,0.37,1.04
Emile Smith Rowe,ENG,MF,Arsenal,23,2000,12,3,331,3.7,0,1,1,0,0,0,0,0,1.7,1.7,0.2,1.9,10,22,17,0,0.27,0.27,0,0.27,0.46,0.06,0.52,0.46,0.52,0,0,5,1,0,1,3,1,0,0,0,13,3,5,37.5,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",28,10.8,76,0,9,12,15,2.17,11,3,8,2.18,0.59,6.2,2,4.2,1.15,-0.14
Cédric Soares,POR,DF,Arsenal,32,1991,3,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,1,0,"£ 75,000 (€ 87,149, $92,913)","£ 3,900,000 (€ 4,531,741, $4,831,490)",21,2,,0,3,21,15,3,1,0,1,1.45,-0.2,0.9,0.5,0.4,0.62,-0.67
Dominic Solanke,ENG,FW,Bournemouth,26,1997,33,33,"2,937",32.6,18,3,21,16,2,3,3,0,18.1,15.7,2.7,18.4,43,53,165,0.55,0.09,0.64,0.49,0.58,0.55,0.08,0.64,0.48,0.56,0,0,40,37,15,6,6,11,1,0,0,87,87,124,41.2,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",89,98.8,89,25,0,,0,1.32,47,56,-9,-0.27,4.6,48.7,49.3,-0.6,-0.02,0.82
Manor Solomon,ISR,FW,Tottenham,24,1999,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,17,11,44,0,0.9,0.9,0,0.9,0.19,0.38,0.56,0.19,0.56,0,0,2,1,1,5,3,3,0,0,0,11,0,1,0,"£ 60,000 (€ 69,719, $74,331)","£ 3,120,000 (€ 3,625,393, $3,865,192)",40,6.9,73,0,3,18,2,2.6,6,2,4,1.81,1.41,4.7,1.8,2.9,1.31,1.32
Tomá Sou?ek,CZE,MF,West Ham,29,1995,33,30,"2,527",28.1,6,2,8,6,0,0,7,0,6.4,6.4,1.4,7.8,7,76,35,0.21,0.07,0.28,0.21,0.28,0.23,0.05,0.28,0.23,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinicius Souza,BRA,MF,Sheffield Utd,24,1999,31,28,"2,409",26.8,1,0,1,1,0,0,2,0,0.6,0.6,0.2,0.7,7,61,18,0.04,0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,0,0,42,14,2,10,30,72,0,1,0,140,60,35,63.2,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",77,80.2,84,19,4,26,2,0.5,27,75,-48,-1.76,-0.13,26.2,54.2,-28,-1.03,-0.21
Jason Steele,ENG,GK,Brighton,33,1990,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,1,0,100,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",90,48.5,90,16,0,,17,1.19,24,32,-8,-0.5,-0.85,26.7,23.7,3.1,0.19,0.34
Raheem Sterling,ENG,"FW,MF",Chelsea,29,1994,28,21,"1,876",20.8,6,4,10,6,0,0,6,0,6.1,6.1,4.2,10.3,113,72,236,0.29,0.19,0.48,0.29,0.48,0.3,0.2,0.5,0.3,0.5,0,0,31,39,10,58,12,10,3,0,0,86,2,14,12.5,"£ 325,000 (€ 377,645, $402,624)","£ 16,900,000 (€ 19,637,543, $20,936,457)",67,65.1,83,9,7,20,2,1.32,37,35,2,0.1,-0.08,39.4,30.5,8.9,0.43,0.08
John Stones,ENG,"DF,MF",Manchester City,29,1994,15,12,"1,042",11.6,1,0,1,1,0,0,2,0,1,1,0.2,1.3,16,57,24,0.09,0,0.09,0.09,0.09,0.09,0.02,0.11,0.09,0.11,0,0,4,5,0,5,10,1,0,0,0,45,13,5,72.2,"£ 250,000 (€ 290,496, $309,711)","£ 13,000,000 (€ 15,105,802, $16,104,967)",69,35.1,83,9,3,15,7,2.33,24,9,15,1.3,-0.24,21.6,12.3,9.3,0.8,-0.5
Thomas Strakosha,ALB,GK,Brentford,29,1995,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",68,4.4,90,1,1,45,31,1.5,3,2,1,0.67,0.91,1.4,1.6,-0.2,-0.16,-0.31
Dominik Szoboszlai,HUN,MF,Liverpool,23,2000,28,24,"2,008",22.3,3,2,5,3,0,0,1,0,3.3,3.3,5.4,8.7,71,145,145,0.13,0.09,0.22,0.13,0.22,0.15,0.24,0.39,0.15,0.39,0,0,28,29,3,111,14,19,2,0,0,167,12,18,40,"£ 120,000 (€ 139,438, $148,661)","£ 6,240,000 (€ 7,250,785, $7,730,384)",71,67.6,79,12,4,22,0,2.14,42,21,21,0.91,-0.91,49.1,24.8,24.4,1.06,-0.03
Matt Targett,ENG,DF,Newcastle Utd,28,1995,3,1,78,0.9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0,2,0,0,0,0,0,0,0,5,0,3,0,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",26,2.6,73,0,2,3,8,0.33,0,4,-4,-4.62,-5.21,1.1,1.6,-0.5,-0.55,-0.78
James Tarkowski,ENG,DF,Everton,31,1992,33,33,"2,969",33,1,1,2,1,0,0,9,0,2.4,2.4,2.2,4.6,15,121,18,0.03,0.03,0.06,0.03,0.06,0.07,0.07,0.14,0.07,0.14,0,0,42,21,1,6,55,36,0,1,0,170,122,54,69.3,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",90,100,90,33,0,,0,1.21,36,48,-12,-0.35,-0.35,48.8,49.6,-0.9,-0.03,29.83
Nuno Tavares,POR,DF,Nott'ham Forest,24,2000,8,5,457,5.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,14,24,12,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13,0,0,8,2,0,16,1,7,0,0,0,33,3,2,60,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",57,14.9,80,4,3,20,5,1.13,8,9,-1,-0.2,0.39,6.7,5.2,1.5,0.3,0.49
Marcus Tavernier,ENG,FW,Bournemouth,25,1999,28,24,"2,036",22.6,3,4,7,3,0,0,3,0,3.8,3.8,4.9,8.7,76,82,168,0.13,0.18,0.31,0.13,0.31,0.17,0.22,0.38,0.17,0.38,0,0,20,22,3,114,5,32,0,0,0,137,13,31,29.5,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",73,66.5,79,7,4,35,0,1.43,35,34,1,0.04,1.1,33,30.7,2.2,0.1,0.38
Charlie Taylor,ENG,DF,Burnley,30,1993,26,23,"2,167",24.1,1,1,2,1,0,0,7,0,0.2,0.2,1.2,1.4,35,77,77,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06,0,0,19,16,2,70,18,19,0,0,0,97,40,36,52.6,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",83,70.8,89,21,3,40,0,0.81,29,42,-13,-0.54,1.37,25,40,-15,-0.62,0.3
Kenny Tete,NED,DF,Fulham,28,1995,13,9,777,8.6,1,0,1,1,0,0,2,0,0.9,0.9,0.4,1.2,19,47,36,0.12,0,0.12,0.12,0.12,0.1,0.04,0.14,0.1,0.14,0,0,13,8,0,21,16,15,0,1,0,41,5,5,50,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",60,25.4,81,4,4,13,11,0.92,10,19,-9,-1.04,-1.24,8.4,19.8,-11.4,-1.32,-1.42
Luke Thomas,ENG,DF,Sheffield Utd,22,2001,12,11,917,10.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,8,33,22,0,0,0,0,0,0.05,0,0.06,0.05,0.06,0,0,10,13,0,13,10,9,0,0,0,39,10,15,40,"£ 15,000 (€ 17,430, $18,583)","£ 780,000 (€ 906,348, $966,298)",76,30,81,7,1,23,4,0.42,5,29,-24,-2.36,-0.89,7.9,21.8,-13.9,-1.36,-0.54
Youri Tielemans,BEL,"MF,FW",Aston Villa,26,1997,30,15,"1,532",17,1,6,7,1,0,0,3,0,1.1,1.1,2.6,3.7,23,124,46,0.06,0.35,0.41,0.06,0.41,0.07,0.15,0.22,0.07,0.22,0,0,21,27,0,31,14,19,0,0,0,93,13,9,59.1,"£ 150,000 (€ 174,298, $185,827)","£ 7,800,000 (€ 9,063,481, $9,662,980)",51,50.1,81,6,15,21,0,1.97,38,24,14,0.82,0.41,30.7,29,1.7,0.1,-0.19
Jurriën Timber,NED,DF,Arsenal,22,2001,1,1,49,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,0,100,"£ 90,000 (€ 104,579, $111,496)","£ 4,680,000 (€ 5,438,089, $5,797,788)",49,1.6,49,0,0,,0,3,2,0,2,3.67,2.06,0.3,0.3,0,0.07,-1.22
Harry Toffolo,ENG,DF,Nott'ham Forest,28,1995,20,14,"1,342",14.9,1,3,4,1,0,0,3,0,1.6,1.6,1.5,3.2,9,37,34,0.07,0.2,0.27,0.07,0.27,0.11,0.1,0.21,0.11,0.21,0,0,16,2,0,45,13,13,0,0,0,50,23,15,60.5,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",67,43.9,88,11,6,20,8,0.75,15,26,-11,-0.74,-0.37,18.8,22.1,-3.3,-0.22,-0.18
Takehiro Tomiyasu,JPN,DF,Arsenal,25,1998,18,6,789,8.8,1,1,2,1,0,0,2,1,0.6,0.6,0.2,0.8,11,61,28,0.11,0.11,0.23,0.11,0.23,0.06,0.02,0.09,0.06,0.09,1,1,7,5,0,12,12,7,0,0,0,43,14,12,53.8,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",44,25.8,81,3,12,25,1,2.28,21,7,14,1.6,-0.07,15.7,8.3,7.4,0.84,-0.58
James Tomkins,ENG,DF,Crystal Palace,35,1989,3,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,100,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",2,0.2,,0,3,2,23,2,0,2,-2,-30,-29.71,0.1,0.8,-0.7,-10.82,-10.62
Sandro Tonali,ITA,MF,Newcastle Utd,23,2000,8,5,438,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,11,19,21,0.21,0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,0,0,9,6,0,11,2,7,0,0,0,20,1,0,100,,,55,14.7,74,1,3,22,1,1.63,11,5,6,1.23,0.91,10.1,6.3,3.8,0.78,0.67
Ivan Toney,ENG,FW,Brentford,28,1996,13,12,"1,090",12.1,4,1,5,4,0,0,3,0,4.7,4.7,1.4,6.1,18,33,82,0.33,0.08,0.41,0.33,0.41,0.39,0.11,0.5,0.39,0.5,0,0,19,23,7,19,8,5,0,0,0,38,46,52,46.9,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",84,35.6,90,12,1,10,1,0.77,16,24,-8,-0.66,-0.71,16.3,22,-5.7,-0.47,-0.95
Pau Torres,ESP,DF,Aston Villa,27,1997,26,24,"2,194",24.4,2,0,2,2,0,0,1,0,1,1,0.4,1.4,39,122,16,0.08,0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06,0,0,15,7,1,7,13,15,0,0,0,116,22,21,51.2,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",84,71.7,88,22,2,45,4,2.23,52,31,21,0.86,0.86,42.2,34.1,8,0.33,0.48
Andros Townsend,ENG,"MF,FW",Luton Town,32,1991,25,14,"1,184",13.2,1,3,4,1,0,0,1,0,1.2,1.2,1.3,2.5,46,35,70,0.08,0.23,0.3,0.08,0.3,0.09,0.1,0.19,0.09,0.19,0,0,13,11,2,74,5,13,0,0,0,67,0,10,0,"£ 12,500 (€ 14,525, $15,486)","£ 650,000 (€ 755,290, $805,248)",47,38.7,67,1,11,22,1,0.8,16,27,-11,-0.84,-0.02,10.4,24.9,-14.6,-1.11,-0.26
James Trafford,ENG,GK,Burnley,21,2002,28,28,"2,520",28,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,40,14,3,82.4,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",90,82.4,90,28,0,,4,0.5,27,62,-35,-1.25,-1.75,25.6,49.4,-23.8,-0.85,-0.78
Adama Traoré,ESP,"FW,MF",Fulham,28,1996,14,0,227,2.5,1,2,3,1,0,0,1,0,1.4,1.4,0.6,1.9,19,13,31,0.4,0.79,1.19,0.4,1.19,0.54,0.22,0.75,0.54,0.75,0,0,3,2,0,19,1,3,0,0,0,10,5,3,62.5,"£ 65,000 (€ 75,529, $80,525)","£ 3,380,000 (€ 3,927,509, $4,187,291)",16,7.4,,0,14,16,1,1,7,8,-1,-0.4,-0.3,5.5,8.2,-2.7,-1.07,-0.88
Bertrand Traoré,BFA,"DF,FW",Aston Villa,28,1995,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,"£ 77,885 (€ 90,501, $96,487)","£ 4,050,000 (€ 4,706,038, $5,017,317)",6,0.4,,0,2,6,6,3,0,0,0,0,-0.62,0,0.7,-0.7,-5.8,-6.02
Boubacar Traoré,MLI,MF,Wolves,22,2001,19,4,539,6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,4,19,10,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,0,0,17,3,1,3,5,17,0,0,0,49,5,11,31.3,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",28,18.5,81,3,16,15,9,1.05,6,15,-9,-1.43,-1.47,7.1,12.4,-5.4,-0.85,-0.57
Mike Trésor,BEL,"FW,MF",Burnley,24,1999,15,3,410,4.6,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,15,10,30,0,0,0,0,0,0.1,0.09,0.19,0.1,0.19,0,0,0,3,2,31,1,6,0,0,0,28,1,8,11.1,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",27,13.4,62,0,12,19,7,0.67,4,9,-5,-1.1,-0.18,3.6,9.7,-6.1,-1.33,-0.72
Kieran Trippier,ENG,DF,Newcastle Utd,33,1990,25,25,"2,163",24,1,10,11,1,0,0,5,0,0.7,0.7,7.4,8.1,34,151,123,0.04,0.42,0.46,0.04,0.46,0.03,0.31,0.34,0.03,0.34,0,0,27,21,3,204,23,27,0,0,0,158,30,16,65.2,"£ 120,000 (€ 139,438, $148,661)","£ 6,240,000 (€ 7,250,785, $7,730,384)",87,72.8,87,21,0,,0,1.48,48,41,7,0.29,-0.6,43.9,38.3,5.6,0.23,0.11
